symbol,itm_call,open_interest_call,imp_vol_call,volume_call,change_call,percent_change_call,last_price_call,bid_call,ask_call,strike,expire_date,bid_put,ask_put,last_price_put,change_put,percent_change_put,volume_put,open_interest_put,imp_vol_put,itm_put,contract_size_call,contract_symbol_call,last_trade_date_call,currency_call,contract_size_put,contract_symbol_put,last_trade_date_put,currency_put
DOCU,Y,1,3.1464865087890628,1.0,0.0,0.0,19.03,18.95,21.45,54.0,2024-11-08,0.0,0.63,0.05,0.0,0.0,6.0,23,2.2304731738281243,N,REGULAR,DOCU241108C00054000,2024-10-18 14:52:04+00:00,USD,REGULAR,DOCU241108P00054000,2024-10-18 13:44:27+00:00,USD
DOCU,Y,1,2.92969017578125,,0.0,0.0,12.8,17.95,20.35,55.0,2024-11-08,0.0,0.65,0.15,0.0,0.0,,8,2.1406296484375,N,REGULAR,DOCU241108C00055000,2024-10-08 16:43:10+00:00,USD,REGULAR,DOCU241108P00055000,2024-10-08 16:39:52+00:00,USD
DOCU,Y,13,2.464847587890625,2.0,0.0,0.0,15.9,16.0,18.1,57.0,2024-11-08,0.0,0.64,0.16,0.0,0.0,2.0,4,1.92578162109375,N,REGULAR,DOCU241108C00057000,2024-10-18 19:44:12+00:00,USD,REGULAR,DOCU241108P00057000,2024-10-15 14:17:38+00:00,USD
DOCU,Y,3,1.671876640625,2.0,3.4900007,27.96475,15.97,15.85,17.1,58.0,2024-11-08,0.0,1.28,0.13,0.0,0.0,1.0,307,2.1679733300781248,N,REGULAR,DOCU241108C00058000,2024-10-25 16:43:43+00:00,USD,REGULAR,DOCU241108P00058000,2024-10-17 13:31:20+00:00,USD
DOCU,Y,4,2.301762058105468,2.0,0.0,0.0,11.73,14.05,16.2,59.0,2024-11-08,0.0,0.14,1.0,0.0,0.0,,1,1.2851598242187499,N,REGULAR,DOCU241108C00059000,2024-11-01 15:16:43+00:00,USD,REGULAR,DOCU241108P00059000,2024-10-07 19:22:50+00:00,USD
DOCU,Y,20,1.5507834960937497,2.0,0.0,0.0,11.13,14.2,14.85,60.0,2024-11-08,0.0,0.32,0.05,0.0,0.0,21.0,41,1.39453427734375,N,REGULAR,DOCU241108C00060000,2024-11-01 18:43:28+00:00,USD,REGULAR,DOCU241108P00060000,2024-10-31 18:43:08+00:00,USD
DOCU,Y,1,2.328129179687499,1.0,0.0,0.0,8.95,11.65,14.6,61.0,2024-11-08,0.0,1.53,0.01,-0.01,-50.0,2.0,30,1.927734736328125,N,REGULAR,DOCU241108C00061000,2024-10-30 19:12:26+00:00,USD,REGULAR,DOCU241108P00061000,2024-11-05 17:16:33+00:00,USD
DOCU,Y,11,2.1035203662109367,1.0,0.0,0.0,9.5,10.9,13.45,62.0,2024-11-08,0.01,0.76,0.12,0.0,0.0,3.0,85,1.4882838085937498,N,REGULAR,DOCU241108C00062000,2024-11-04 16:41:05+00:00,USD,REGULAR,DOCU241108P00062000,2024-10-31 13:41:50+00:00,USD
DOCU,Y,13,2.0976610058593748,1.0,0.0,0.0,7.43,9.65,12.65,63.0,2024-11-08,0.0,0.12,0.03,0.0,0.0,6.0,17,0.9414068359375,N,REGULAR,DOCU241108C00063000,2024-10-25 15:53:38+00:00,USD,REGULAR,DOCU241108P00063000,2024-11-05 18:26:24+00:00,USD
DOCU,Y,11,1.759766826171875,8.0,0.0,0.0,5.45,8.65,11.3,64.0,2024-11-08,0.0,1.53,0.22,0.0,0.0,10.0,12,1.5810567822265622,N,REGULAR,DOCU241108C00064000,2024-11-04 16:07:26+00:00,USD,REGULAR,DOCU241108P00064000,2024-10-28 19:13:56+00:00,USD
DOCU,Y,12,1.6669938525390626,1.0,4.2599998,835.2937,9.03,7.95,10.35,65.0,2024-11-08,0.0,1.53,0.05,0.0,0.0,3.0,39,1.4658229833984375,N,REGULAR,DOCU241108C00065000,2024-11-04 15:11:46+00:00,USD,REGULAR,DOCU241108P00065000,2024-11-05 17:33:02+00:00,USD
DOCU,Y,3,1.396487392578125,1.0,0.0,0.0,6.15,6.95,9.1,66.0,2024-11-08,0.02,0.04,0.02,-0.04,-66.66667,1.0,40,0.632816171875,N,REGULAR,DOCU241108C00066000,2024-11-05 19:18:45+00:00,USD,REGULAR,DOCU241108P00066000,2024-11-06 14:46:18+00:00,USD
DOCU,Y,27,0.7539087109375,1.0,0.0,0.0,4.95,6.95,7.85,67.0,2024-11-08,0.0,1.54,0.12,0.0,0.0,13.0,49,1.2382850585937497,N,REGULAR,DOCU241108C00067000,2024-11-05 19:55:44+00:00,USD,REGULAR,DOCU241108P00067000,2024-11-05 18:07:59+00:00,USD
DOCU,Y,179,0.8457046679687499,1.0,0.0,0.0,2.98,6.3,6.9,68.0,2024-11-08,0.01,1.49,0.16,0.0,0.0,8.0,106,1.109379453125,N,REGULAR,DOCU241108C00068000,2024-11-05 15:15:33+00:00,USD,REGULAR,DOCU241108P00068000,2024-11-05 18:01:37+00:00,USD
DOCU,Y,89,0.745119736328125,11.0,0.0,0.0,2.74,5.2,6.0,69.0,2024-11-08,0.02,0.15,0.07,-0.15,-68.18182,1.0,70,0.51758294921875,N,REGULAR,DOCU241108C00069000,2024-11-05 17:12:53+00:00,USD,REGULAR,DOCU241108P00069000,2024-11-06 14:41:33+00:00,USD
DOCU,Y,216,0.6884796777343751,12.0,2.37,106.27802,4.6,4.4,4.95,70.0,2024-11-08,0.05,0.09,0.32,-0.02000001,-5.8823557,6.0,378,0.4414118359375,N,REGULAR,DOCU241108C00070000,2024-11-06 15:10:31+00:00,USD,REGULAR,DOCU241108P00070000,2024-11-06 14:58:12+00:00,USD
DOCU,Y,833,0.5927775097656252,7.0,1.34,72.04301,3.2,3.45,3.95,71.0,2024-11-08,0.07,0.11,0.16,-0.45000002,-73.77049,53.0,268,0.37695935546875,N,REGULAR,DOCU241108C00071000,2024-11-06 14:46:00+00:00,USD,REGULAR,DOCU241108P00071000,2024-11-06 14:57:57+00:00,USD
DOCU,Y,411,0.6015664843750002,60.0,1.45,113.28125,2.73,2.37,2.97,72.0,2024-11-08,0.0,0.2,0.2,-0.75,-78.94737,16.0,41,0.34766277343749996,N,REGULAR,DOCU241108C00072000,2024-11-06 15:11:26+00:00,USD,REGULAR,DOCU241108P00072000,2024-11-05 20:28:00+00:00,USD
DOCU,Y,291,0.45703667968750006,44.0,0.87000006,104.81929,1.7,1.7,1.95,73.0,2024-11-08,0.27,0.4,0.43,-1.1800001,-73.29192,5.0,12,0.334967587890625,N,REGULAR,DOCU241108C00073000,2024-11-06 15:15:47+00:00,USD,REGULAR,DOCU241108P00073000,2024-11-06 15:09:11+00:00,USD
DOCU,Y,460,0.41211525390625,190.0,0.59000003,115.68629,1.1,1.0,1.24,74.0,2024-11-08,0.47,0.72,4.05,0.0,0.0,10.0,16,0.31445998046874996,N,REGULAR,DOCU241108C00074000,2024-11-06 15:20:48+00:00,USD,REGULAR,DOCU241108P00074000,2024-11-04 19:50:13+00:00,USD
DOCU,N,567,0.40430283203125,180.0,0.32,106.666664,0.62,0.16,0.76,75.0,2024-11-08,0.78,1.2,1.25,-4.2,-77.06422,42.0,6,0.28711650390624993,Y,REGULAR,DOCU241108C00075000,2024-11-06 15:20:24+00:00,USD,REGULAR,DOCU241108P00075000,2024-11-06 15:09:11+00:00,USD
DOCU,N,33,0.39453730468750003,10.0,0.11,100.0,0.22,0.09,0.22,77.0,2024-11-08,2.55,2.84,4.65,0.0,0.0,,3,0.31055376953124997,Y,REGULAR,DOCU241108C00077000,2024-11-06 15:14:33+00:00,USD,REGULAR,DOCU241108P00077000,2024-10-17 14:09:19+00:00,USD
DOCU,N,51,0.5273484765625001,1.0,0.0,0.0,0.01,0.0,0.05,81.0,2024-11-08,5.55,8.5,11.35,0.0,0.0,,0,0.7763694238281251,Y,REGULAR,DOCU241108C00081000,2024-11-05 20:57:21+00:00,USD,REGULAR,DOCU241108P00081000,2024-10-14 13:36:03+00:00,USD
DOCU,Y,1,1.6289081054687498,1.0,0.0,0.0,27.0,27.45,31.45,45.0,2024-11-15,0.0,0.61,0.02,0.0,0.0,1.0,30,1.7753917480468748,N,REGULAR,DOCU241115C00045000,2024-10-21 19:10:22+00:00,USD,REGULAR,DOCU241115P00045000,2024-10-09 18:28:54+00:00,USD
DOCU,Y,1,1.0000000000000003e-05,1.0,0.0,0.0,14.46,19.7,23.4,47.5,2024-11-15,0.0,1.27,0.26,0.0,0.0,,1,1.890625546875,N,REGULAR,DOCU241115C00047500,2024-09-27 17:22:31+00:00,USD,REGULAR,DOCU241115P00047500,2024-10-02 19:43:07+00:00,USD
DOCU,Y,6,2.1269578076171873,1.0,0.0,0.0,20.06,22.6,25.65,50.0,2024-11-15,0.0,1.28,0.02,0.0,0.0,1.0,18,1.7158217333984376,N,REGULAR,DOCU241115C00050000,2024-10-30 19:03:01+00:00,USD,REGULAR,DOCU241115P00050000,2024-10-17 14:49:09+00:00,USD
DOCU,Y,25,1.4638698681640623,1.0,0.0,0.0,17.68,21.75,22.8,52.5,2024-11-15,0.0,0.3,0.04,0.0,0.0,2.0,84,1.1367230664062502,N,REGULAR,DOCU241115C00052500,2024-10-30 17:40:25+00:00,USD,REGULAR,DOCU241115P00052500,2024-10-28 14:59:43+00:00,USD
DOCU,Y,11,1.123051259765625,1.0,0.0,0.0,18.17,19.2,19.85,55.0,2024-11-15,0.01,0.07,0.11,0.0,0.0,2.0,2615,0.8203142968749999,N,REGULAR,DOCU241115C00055000,2024-10-18 15:27:50+00:00,USD,REGULAR,DOCU241115P00055000,2024-11-05 20:24:21+00:00,USD
DOCU,Y,16,0.98437515625,2.0,0.0,0.0,14.63,16.7,17.35,57.5,2024-11-15,0.01,0.61,0.06,0.0,0.0,1.0,108,1.01953615234375,N,REGULAR,DOCU241115C00057500,2024-11-05 19:32:40+00:00,USD,REGULAR,DOCU241115P00057500,2024-11-05 19:30:52+00:00,USD
DOCU,Y,190,0.74414318359375,20.0,0.0,0.0,11.03,13.95,14.85,60.0,2024-11-15,0.01,0.1,0.09,0.040000003,80.00001,4.0,3516,0.6347692773437501,N,REGULAR,DOCU241115C00060000,2024-11-05 16:21:29+00:00,USD,REGULAR,DOCU241115P00060000,2024-11-06 15:17:15+00:00,USD
DOCU,Y,1,1.343265002441406,1.0,0.0,0.0,9.28,11.6,14.8,61.0,2024-11-15,0.0,1.3,0.07,0.0,0.0,2.0,21,1.0048877880859375,N,REGULAR,DOCU241115C00061000,2024-11-01 13:34:45+00:00,USD,REGULAR,DOCU241115P00061000,2024-11-05 16:32:00+00:00,USD
DOCU,Y,7,1.25390998046875,7.0,0.0,0.0,9.26,10.65,13.75,62.0,2024-11-15,0.0,1.31,0.24,0.0,0.0,1.0,4,0.9458013232421875,N,REGULAR,DOCU241115C00062000,2024-11-01 16:04:48+00:00,USD,REGULAR,DOCU241115P00062000,2024-10-30 19:26:51+00:00,USD
DOCU,Y,272,0.717776259765625,27.0,0.0,0.0,8.55,11.9,12.15,62.5,2024-11-15,0.01,0.3,0.11,0.009999998,9.999997,3.0,1207,0.63867548828125,N,REGULAR,DOCU241115C00062500,2024-11-05 15:58:15+00:00,USD,REGULAR,DOCU241115P00062500,2024-11-06 15:17:15+00:00,USD
DOCU,Y,2,1.1811564379882813,2.0,0.0,0.0,8.38,9.65,12.75,63.0,2024-11-15,0.01,1.32,0.11,0.0,0.0,6.0,9,0.8886729882812499,N,REGULAR,DOCU241115C00063000,2024-11-01 19:35:44+00:00,USD,REGULAR,DOCU241115P00063000,2024-11-05 17:31:53+00:00,USD
DOCU,Y,15,0.7753928710937501,7.0,0.0,0.0,6.15,10.25,11.35,64.0,2024-11-15,0.02,0.82,0.35,0.0,0.0,1.0,8,0.7216824707031251,N,REGULAR,DOCU241115C00064000,2024-11-04 15:26:16+00:00,USD,REGULAR,DOCU241115P00064000,2024-10-30 17:03:59+00:00,USD
DOCU,Y,872,0.6015664843750002,1.0,2.9700003,47.903233,9.17,9.35,9.75,65.0,2024-11-15,0.05,0.11,0.09,-0.08,-42.105263,4.0,2993,0.48242705078125003,N,REGULAR,DOCU241115C00065000,2024-11-06 15:03:51+00:00,USD,REGULAR,DOCU241115P00065000,2024-11-06 15:19:12+00:00,USD
DOCU,Y,2,0.875977802734375,1.0,2.44,42.95775,8.12,6.9,9.45,66.0,2024-11-15,0.03,1.07,0.24,0.0,0.0,2.0,9,0.6616244775390626,N,REGULAR,DOCU241115C00066000,2024-11-06 15:08:18+00:00,USD,REGULAR,DOCU241115P00066000,2024-11-05 19:38:49+00:00,USD
DOCU,Y,3,0.7773459765625,1.0,0.0,0.0,5.25,6.55,8.35,67.0,2024-11-15,0.08,0.14,0.58,0.0,0.0,2.0,169,0.41309180664062495,N,REGULAR,DOCU241115C00067000,2024-11-05 19:55:44+00:00,USD,REGULAR,DOCU241115P00067000,2024-11-05 14:49:40+00:00,USD
DOCU,Y,323,0.5014698291015626,10.0,1.8499999,35.23809,7.1,6.8,7.45,67.5,2024-11-15,0.1,0.13,0.5,0.0,0.0,55.0,405,0.38281867187499996,N,REGULAR,DOCU241115C00067500,2024-11-05 20:30:48+00:00,USD,REGULAR,DOCU241115P00067500,2024-11-05 17:44:55+00:00,USD
DOCU,Y,40,0.6201209863281252,10.0,2.25,47.87234,6.95,4.8,7.05,68.0,2024-11-15,0.11,0.14,0.14,-0.37,-72.54902,1.0,247,0.366217275390625,N,REGULAR,DOCU241115C00068000,2024-11-06 15:13:22+00:00,USD,REGULAR,DOCU241115P00068000,2024-11-06 15:19:50+00:00,USD
DOCU,Y,37,0.5546919531250001,41.0,0.0,0.0,2.44,5.3,6.05,69.0,2024-11-15,0.16,0.19,0.42,-0.25000003,-37.31344,2.0,134,0.344733115234375,N,REGULAR,DOCU241115C00069000,2024-11-04 20:54:28+00:00,USD,REGULAR,DOCU241115P00069000,2024-11-05 20:20:13+00:00,USD
DOCU,Y,1795,0.46045461425781253,8.0,1.69,54.516132,4.79,4.6,4.95,70.0,2024-11-15,0.2,0.36,0.27,-0.59000003,-68.60465,5.0,790,0.358404853515625,N,REGULAR,DOCU241115C00070000,2024-11-06 15:12:01+00:00,USD,REGULAR,DOCU241115P00070000,2024-11-06 15:13:42+00:00,USD
DOCU,Y,347,0.407232490234375,7.0,1.04,41.10672,3.57,2.84,4.0,71.0,2024-11-15,0.35,0.39,1.25,0.0,0.0,68.0,75,0.309577216796875,N,REGULAR,DOCU241115C00071000,2024-11-06 14:49:59+00:00,USD,REGULAR,DOCU241115P00071000,2024-11-05 19:38:49+00:00,USD
DOCU,Y,153,0.4865773999023438,9.0,0.77999985,42.857132,2.6,2.83,3.65,72.0,2024-11-15,0.5,0.6,0.76,-0.89,-53.939396,10.0,141,0.30225307128906254,N,REGULAR,DOCU241115C00072000,2024-11-06 14:55:40+00:00,USD,REGULAR,DOCU241115P00072000,2024-11-05 20:50:41+00:00,USD
DOCU,Y,369,0.3947814428710938,40.0,1.0400001,62.650608,2.7,2.55,2.92,72.5,2024-11-15,0.64,0.72,0.76,-1.15,-60.209427,20.0,77,0.2954172021484375,N,REGULAR,DOCU241115C00072500,2024-11-06 15:09:02+00:00,USD,REGULAR,DOCU241115P00072500,2024-11-06 15:16:49+00:00,USD
DOCU,Y,178,0.3852600537109374,168.0,0.0,0.0,1.48,2.21,2.57,73.0,2024-11-15,0.77,1.03,2.27,0.0,0.0,13.0,22,0.32520206054687495,N,REGULAR,DOCU241115C00073000,2024-11-05 20:33:33+00:00,USD,REGULAR,DOCU241115P00073000,2024-11-05 19:55:00+00:00,USD
DOCU,N,872,0.3437565625,116.0,0.40000004,50.632915,1.19,1.27,1.35,75.0,2024-11-15,1.65,1.77,5.3,0.0,0.0,1.0,32,0.2778392529296875,Y,REGULAR,DOCU241115C00075000,2024-11-06 15:16:01+00:00,USD,REGULAR,DOCU241115P00075000,2024-10-31 18:56:52+00:00,USD
DOCU,N,92,0.33618827880859375,46.0,0.34999996,63.636356,0.9,0.87,0.94,76.0,2024-11-15,2.2,2.61,5.8,0.0,0.0,,1,0.32080757324218745,Y,REGULAR,DOCU241115C00076000,2024-11-05 19:41:23+00:00,USD,REGULAR,DOCU241115P00076000,2024-10-23 13:42:47+00:00,USD
DOCU,N,7,0.3364324169921875,4.0,0.21,123.52941,0.38,0.39,0.44,78.0,2024-11-15,3.4,3.95,6.0,0.0,0.0,,30,0.2612378564453125,Y,REGULAR,DOCU241115C00078000,2024-11-06 15:19:46+00:00,USD,REGULAR,DOCU241115P00078000,2024-10-21 14:23:55+00:00,USD
DOCU,N,310,0.3544986425781249,1.0,0.049999997,31.249998,0.21,0.18,0.22,80.0,2024-11-15,5.45,6.25,9.8,0.0,0.0,1.0,16,0.459966337890625,Y,REGULAR,DOCU241115C00080000,2024-11-05 20:54:19+00:00,USD,REGULAR,DOCU241115P00080000,2024-10-25 14:11:09+00:00,USD
DOCU,Y,5,1.0869186279296876,4.0,0.0,0.0,9.85,12.75,15.8,60.0,2024-11-22,0.0,0.75,0.19,0.0,0.0,9.0,12,0.7070341796875,N,REGULAR,DOCU241122C00060000,2024-10-30 19:42:29+00:00,USD,REGULAR,DOCU241122P00060000,2024-10-29 16:25:52+00:00,USD
DOCU,Y,4,1.0302782861328126,5.0,0.0,0.0,8.8,11.65,14.8,61.0,2024-11-22,0.0,0.75,0.26,0.0,0.0,22.0,27,0.6640658593750002,N,REGULAR,DOCU241122C00061000,2024-11-05 18:23:01+00:00,USD,REGULAR,DOCU241122P00061000,2024-10-28 19:12:19+00:00,USD
DOCU,Y,3,0.9863282617187501,,0.0,0.0,7.7,10.5,13.85,62.0,2024-11-22,0.0,0.75,0.36,0.0,0.0,1.0,30,0.6210975390625001,N,REGULAR,DOCU241122C00062000,2024-10-09 17:07:50+00:00,USD,REGULAR,DOCU241122P00062000,2024-10-31 15:38:40+00:00,USD
DOCU,Y,42,0.8173846386718748,1.0,0.0,0.0,8.08,11.3,13.5,63.0,2024-11-22,0.0,0.75,0.39,0.0,0.0,5.0,7,0.579105771484375,N,REGULAR,DOCU241122C00063000,2024-11-05 15:15:45+00:00,USD,REGULAR,DOCU241122P00063000,2024-10-28 15:30:56+00:00,USD
DOCU,Y,539,0.532231240234375,54.0,2.1599998,24.999998,10.8,10.45,10.8,64.0,2024-11-22,0.0,1.4,0.47,0.0,0.0,1.0,30,0.6450230810546875,N,REGULAR,DOCU241122C00064000,2024-11-06 15:20:59+00:00,USD,REGULAR,DOCU241122P00064000,2024-10-29 16:59:36+00:00,USD
DOCU,Y,12,0.52539537109375,1.0,2.9099998,44.157814,9.5,9.5,9.95,65.0,2024-11-22,0.09,1.09,0.14,-0.16000001,-53.333336,5.0,16,0.5654340332031251,N,REGULAR,DOCU241122C00065000,2024-11-06 15:04:48+00:00,USD,REGULAR,DOCU241122P00065000,2024-11-06 15:00:54+00:00,USD
DOCU,Y,13,0.56055126953125,1.0,0.0,0.0,5.5,8.15,9.0,66.0,2024-11-22,0.11,0.17,0.57,0.0,0.0,1.0,8,0.36914693359375,N,REGULAR,DOCU241122C00066000,2024-11-05 14:31:51+00:00,USD,REGULAR,DOCU241122P00066000,2024-11-01 18:59:33+00:00,USD
DOCU,Y,22,0.5249070947265625,1.0,0.0,0.0,5.07,7.4,8.05,67.0,2024-11-22,0.15,0.21,0.99,0.0,0.0,4.0,13,0.3491276025390625,N,REGULAR,DOCU241122C00067000,2024-11-01 18:20:31+00:00,USD,REGULAR,DOCU241122P00067000,2024-11-04 18:02:24+00:00,USD
DOCU,Y,10,0.532231240234375,2.0,0.0,0.0,3.48,6.55,7.3,68.0,2024-11-22,0.23,0.28,0.39,-0.33000004,-45.833336,1.0,11,0.335944140625,N,REGULAR,DOCU241122C00068000,2024-11-04 20:38:18+00:00,USD,REGULAR,DOCU241122P00068000,2024-11-06 14:55:22+00:00,USD
DOCU,Y,33,0.4585015087890626,4.0,0.0,0.0,4.2,5.8,6.2,69.0,2024-11-22,0.18,0.46,0.43,-0.54,-55.670105,1.0,14,0.3461979443359374,N,REGULAR,DOCU241122C00069000,2024-11-05 20:14:04+00:00,USD,REGULAR,DOCU241122P00069000,2024-11-06 15:01:18+00:00,USD
DOCU,Y,84,0.45508357421875,13.0,1.4800003,44.578323,4.8,4.65,5.45,70.0,2024-11-22,0.34,0.54,1.8,0.0,0.0,13.0,13,0.3193427441406249,N,REGULAR,DOCU241122C00070000,2024-11-06 14:30:14+00:00,USD,REGULAR,DOCU241122P00070000,2024-11-01 19:52:25+00:00,USD
DOCU,Y,25,0.44336494140625,7.0,0.0,0.0,2.93,2.73,4.7,71.0,2024-11-22,0.55,0.71,2.25,0.0,0.0,13.0,15,0.3061592822265625,N,REGULAR,DOCU241122C00071000,2024-11-05 20:59:37+00:00,USD,REGULAR,DOCU241122P00071000,2024-11-01 19:52:25+00:00,USD
DOCU,Y,64,0.5898478515625001,2.0,0.0,0.0,2.42,3.1,4.95,72.0,2024-11-22,0.86,1.0,2.09,0.0,0.0,1.0,2,0.30542686767578126,N,REGULAR,DOCU241122C00072000,2024-11-05 20:58:43+00:00,USD,REGULAR,DOCU241122P00072000,2024-11-05 18:45:16+00:00,USD
DOCU,Y,49,0.3569400244140625,6.0,0.6,43.795624,1.97,2.18,2.41,74.0,2024-11-22,1.32,1.76,4.93,0.0,0.0,30.0,0,0.295905478515625,N,REGULAR,DOCU241122C00074000,2024-11-05 19:28:31+00:00,USD,REGULAR,DOCU241122P00074000,2024-10-22 16:34:54+00:00,USD
DOCU,N,69,0.5854533642578125,1.0,0.71000004,173.17075,1.83,1.7,3.4,75.0,2024-11-22,1.94,2.17,4.18,0.0,0.0,1.0,1,0.27637442382812494,Y,REGULAR,DOCU241122C00075000,2024-11-06 15:21:31+00:00,USD,REGULAR,DOCU241122P00075000,2024-10-18 14:57:02+00:00,USD
DOCU,N,9,0.3518131225585937,1.0,0.46000004,51.6854,1.35,1.29,1.51,76.0,2024-11-22,2.52,2.78,6.45,0.0,0.0,,2,0.27466545654296876,Y,REGULAR,DOCU241122C00076000,2024-11-06 14:30:03+00:00,USD,REGULAR,DOCU241122P00076000,2024-10-30 17:04:52+00:00,USD
DOCU,Y,1,0.9367682104492188,,0.0,0.0,10.59,12.65,15.9,60.0,2024-11-29,0.0,0.3,0.15,0.0,0.0,31.0,48,0.5644574804687501,N,REGULAR,DOCU241129C00060000,2024-10-30 15:49:56+00:00,USD,REGULAR,DOCU241129P00060000,2024-11-05 19:18:49+00:00,USD
DOCU,Y,2,0.8125018749999999,2.0,0.0,0.0,6.78,9.75,13.0,63.0,2024-11-29,0.0,1.86,0.44,0.0,0.0,5.0,8,0.6401403173828125,N,REGULAR,DOCU241129C00063000,2024-10-25 19:50:53+00:00,USD,REGULAR,DOCU241129P00063000,2024-11-04 16:27:35+00:00,USD
DOCU,Y,6,0.7543969873046875,3.0,0.0,0.0,7.8,8.65,11.95,64.0,2024-11-29,0.0,2.18,0.43,0.0,0.0,2.0,5,0.6333044482421876,N,REGULAR,DOCU241129C00064000,2024-11-01 15:15:46+00:00,USD,REGULAR,DOCU241129P00064000,2024-11-05 19:41:47+00:00,USD
DOCU,Y,20,0.6035195898437502,13.0,0.0,0.0,5.17,8.15,9.65,66.0,2024-11-29,0.0,0.58,0.65,0.0,0.0,2.0,35,0.43457596679687505,N,REGULAR,DOCU241129C00066000,2024-11-04 19:02:53+00:00,USD,REGULAR,DOCU241129P00066000,2024-11-05 18:31:41+00:00,USD
DOCU,Y,9,0.5014698291015626,3.0,0.0,0.0,5.21,6.9,8.35,67.0,2024-11-29,0.0,0.43,0.75,0.0,0.0,5.0,8,0.3588931298828125,N,REGULAR,DOCU241129C00067000,2024-11-01 18:28:17+00:00,USD,REGULAR,DOCU241129P00067000,2024-11-05 18:55:34+00:00,USD
DOCU,Y,10,0.46631393066406257,3.0,0.0,0.0,3.5,6.65,7.4,68.0,2024-11-29,0.03,0.5,0.31,-0.63,-67.02128,2.0,45,0.3386296606445312,N,REGULAR,DOCU241129C00068000,2024-10-31 19:54:52+00:00,USD,REGULAR,DOCU241129P00068000,2024-11-06 15:17:01+00:00,USD
DOCU,Y,20,0.5515181567382813,6.0,3.07,108.098595,5.91,5.9,7.2,69.0,2024-11-29,0.3,0.64,0.93,-0.92,-49.72973,1.0,2,0.32910827148437494,N,REGULAR,DOCU241129C00069000,2024-11-06 14:49:31+00:00,USD,REGULAR,DOCU241129P00069000,2024-11-06 14:49:31+00:00,USD
DOCU,Y,46,0.39087523193359375,11.0,2.05,80.39216,4.6,4.55,5.5,70.0,2024-11-29,0.47,0.75,2.71,0.0,0.0,1.0,3,0.30811238769531246,N,REGULAR,DOCU241129C00070000,2024-11-06 14:41:09+00:00,USD,REGULAR,DOCU241129P00070000,2024-10-28 16:06:10+00:00,USD
DOCU,Y,12,0.4101621484375,7.0,0.9299998,29.523804,4.08,4.35,4.95,71.0,2024-11-29,0.68,1.02,3.15,0.0,0.0,26.0,28,0.3083565258789062,N,REGULAR,DOCU241129C00071000,2024-11-05 18:48:44+00:00,USD,REGULAR,DOCU241129P00071000,2024-11-04 16:14:09+00:00,USD
DOCU,Y,43,0.5170946728515625,1.0,1.03,41.700405,3.5,3.6,5.1,72.0,2024-11-29,0.97,1.29,2.54,0.0,0.0,1.0,1,0.299811689453125,N,REGULAR,DOCU241129C00072000,2024-11-06 14:45:25+00:00,USD,REGULAR,DOCU241129P00072000,2024-10-18 17:43:26+00:00,USD
DOCU,Y,33,0.3505924316406249,2.0,0.37999988,22.093016,2.1,2.44,2.79,74.0,2024-11-29,1.66,2.01,5.1,0.0,0.0,25.0,0,0.2819896020507812,N,REGULAR,DOCU241129C00074000,2024-11-05 20:32:05+00:00,USD,REGULAR,DOCU241129P00074000,2024-10-22 14:45:18+00:00,USD
DOCU,N,1571,0.34888346435546874,35.0,-0.48000002,-35.555553,0.87,1.96,2.31,75.0,2024-11-29,2.22,2.52,5.85,0.0,0.0,,1,0.2790599438476562,Y,REGULAR,DOCU241129C00075000,2024-11-06 14:43:27+00:00,USD,REGULAR,DOCU241129P00075000,2024-10-23 18:05:31+00:00,USD
DOCU,Y,1,0.5112353564453125,,0.0,0.0,10.8,12.85,16.35,60.0,2024-12-06,0.0,1.91,0.66,0.0,0.0,,33,0.6816438085937502,N,REGULAR,DOCU241206C00060000,2024-10-30 15:48:41+00:00,USD,REGULAR,DOCU241206P00060000,2024-10-29 16:28:14+00:00,USD
DOCU,Y,3,0.7536645727539062,1.0,0.0,0.0,7.38,8.15,11.8,65.0,2024-12-06,0.0,2.74,1.34,0.0,0.0,1.0,33,0.56836369140625,N,REGULAR,DOCU241206C00065000,2024-11-01 16:29:13+00:00,USD,REGULAR,DOCU241206P00065000,2024-10-30 15:27:30+00:00,USD
DOCU,Y,2,0.7219266088867188,,0.0,0.0,7.0,7.7,10.9,66.0,2024-12-06,0.0,2.27,2.31,0.0,0.0,,10,0.6677279321289065,N,REGULAR,DOCU241206C00066000,2024-10-24 18:38:29+00:00,USD,REGULAR,DOCU241206P00066000,2024-10-24 18:48:27+00:00,USD
DOCU,Y,11,0.6584506811523438,15.0,0.0,0.0,5.0,4.85,8.5,69.0,2024-12-06,0.04,3.2,3.1,0.0,0.0,,3,0.6533237792968751,N,REGULAR,DOCU241206C00069000,2024-11-05 18:07:46+00:00,USD,REGULAR,DOCU241206P00069000,2024-10-30 19:24:47+00:00,USD
DOCU,Y,25,0.5695843823242188,19.0,0.0,0.0,4.69,4.1,7.2,70.0,2024-12-06,0.58,3.6,2.38,0.0,0.0,2.0,2,0.6533237792968751,N,REGULAR,DOCU241206C00070000,2024-11-05 19:50:18+00:00,USD,REGULAR,DOCU241206P00070000,2024-11-05 19:04:09+00:00,USD
