symbol,itm_call,open_interest_call,imp_vol_call,volume_call,change_call,percent_change_call,last_price_call,bid_call,ask_call,strike,expire_date,bid_put,ask_put,last_price_put,change_put,percent_change_put,volume_put,open_interest_put,imp_vol_put,itm_put,contract_size_call,contract_symbol_call,last_trade_date_call,currency_call,contract_size_put,contract_symbol_put,last_trade_date_put,currency_put
DOCU,Y,2,1.0000000000000003e-05,,0.0,0.0,18.2,17.65,19.4,47.5,2026-06-18,4.65,6.15,6.95,0.0,0.0,,52,0.5083056982421875,N,REGULAR,DOCU260618C00047500,2024-08-22 19:20:43+00:00,USD,REGULAR,DOCU260618P00047500,2024-08-12 19:42:01+00:00,USD
DOCU,Y,10,1.0000000000000003e-05,10.0,0.0,0.0,17.55,17.95,19.0,50.0,2026-06-18,5.55,7.2,8.0,0.0,0.0,,35,0.5101977691650392,N,REGULAR,DOCU260618C00050000,2024-08-26 13:50:08+00:00,USD,REGULAR,DOCU260618P00050000,2024-08-12 19:42:40+00:00,USD
DOCU,Y,3,1.0000000000000003e-05,1.0,0.0,0.0,15.9,14.75,15.8,52.5,2026-06-18,5.85,7.1,7.35,0.0,0.0,5.0,29,0.4993946545410156,N,REGULAR,DOCU260618C00052500,2024-08-23 19:11:00+00:00,USD,REGULAR,DOCU260618P00052500,2024-08-20 16:39:19+00:00,USD
DOCU,Y,146,0.5128832891845703,1.0,2.8999996,12.033194,27.0,26.8,27.8,55.0,2026-06-18,7.35,8.25,8.4,0.0,0.0,,7,0.5026905200195313,N,REGULAR,DOCU260618C00055000,2024-11-06 14:33:46+00:00,USD,REGULAR,DOCU260618P00055000,2024-08-20 19:59:37+00:00,USD
DOCU,Y,14,0.500005,2.0,0.0,0.0,19.5,23.2,26.35,60.0,2026-06-18,4.85,7.8,6.79,0.0,0.0,,3,0.4107724938964844,N,REGULAR,DOCU260618C00060000,2024-10-11 13:44:34+00:00,USD,REGULAR,DOCU260618P00060000,2024-10-10 19:46:51+00:00,USD
DOCU,Y,2,0.42139250488281255,1.0,0.0,0.0,13.2,18.75,21.05,62.5,2026-06-18,5.55,7.0,7.66,0.0,0.0,1.0,3,0.3490055334472656,N,REGULAR,DOCU260618C00062500,2024-10-02 17:56:22+00:00,USD,REGULAR,DOCU260618P00062500,2024-10-11 19:45:08+00:00,USD
DOCU,N,12,0.43671217590332034,1.0,0.0,0.0,11.18,12.25,14.15,80.0,2026-06-18,21.5,26.5,24.65,0.0,0.0,,0,0.5482833258056643,Y,REGULAR,DOCU260618C00080000,2024-11-01 15:06:59+00:00,USD,REGULAR,DOCU260618P00080000,2024-07-17 18:41:19+00:00,USD
DOCU,Y,1,1.0000000000000003e-05,,0.0,0.0,31.85,31.55,36.45,32.5,2026-12-18,0.0,5.0,1.3,0.0,0.0,1.0,5,0.5218553674316406,N,REGULAR,DOCU261218C00032500,2024-08-29 19:16:59+00:00,USD,REGULAR,DOCU261218P00032500,2024-10-08 19:50:03+00:00,USD
DOCU,Y,1,1.0000000000000003e-05,1.0,0.0,0.0,23.84,28.55,30.85,35.0,2026-12-18,0.0,2.83,1.29,0.0,0.0,4.0,13,0.5034229345703125,N,REGULAR,DOCU261218C00035000,2024-08-09 13:31:52+00:00,USD,REGULAR,DOCU261218P00035000,2024-10-16 18:02:43+00:00,USD
DOCU,Y,14,0.5892375061035158,2.0,0.0,0.0,35.4,39.3,41.45,40.0,2026-12-18,1.61,3.05,2.26,0.0,0.0,3.0,29,0.4426325268554688,N,REGULAR,DOCU261218C00040000,2024-10-14 13:44:40+00:00,USD,REGULAR,DOCU261218P00040000,2024-10-22 17:12:26+00:00,USD
DOCU,Y,26,0.5694012786865235,2.0,0.0,0.0,30.95,35.5,38.35,45.0,2026-12-18,2.29,3.1,3.2,0.0,0.0,2.0,21,0.3800110827636719,N,REGULAR,DOCU261218C00045000,2024-10-15 13:52:13+00:00,USD,REGULAR,DOCU261218P00045000,2024-10-23 14:32:14+00:00,USD
DOCU,Y,3,1.0000000000000003e-05,3.0,0.0,0.0,20.35,19.2,20.5,47.5,2026-12-18,2.24,4.45,6.63,0.0,0.0,1.0,1,0.40656111022949215,N,REGULAR,DOCU261218C00047500,2024-08-23 17:32:49+00:00,USD,REGULAR,DOCU261218P00047500,2024-09-09 19:51:54+00:00,USD
DOCU,Y,10,0.51562984375,1.0,0.0,0.0,29.1,31.8,33.45,50.0,2026-12-18,2.66,4.45,4.0,0.0,0.0,2.0,32,0.37476211181640623,N,REGULAR,DOCU261218C00050000,2024-10-23 15:53:20+00:00,USD,REGULAR,DOCU261218P00050000,2024-10-18 14:52:42+00:00,USD
DOCU,Y,1,0.5515791912841796,1.0,0.0,0.0,25.77,28.9,32.35,52.5,2026-12-18,5.85,8.2,7.82,0.0,0.0,2.0,11,0.4731497998046875,N,REGULAR,DOCU261218C00052500,2024-10-10 13:30:01+00:00,USD,REGULAR,DOCU261218P00052500,2024-08-26 19:15:36+00:00,USD
DOCU,Y,17,0.5125170819091796,1.0,0.0,0.0,26.5,28.5,29.85,55.0,2026-12-18,5.65,7.6,10.15,0.0,0.0,5.0,22,0.4185849157714844,N,REGULAR,DOCU261218C00055000,2024-11-01 18:50:30+00:00,USD,REGULAR,DOCU261218P00055000,2024-09-10 19:58:38+00:00,USD
DOCU,Y,2,0.49597671997070314,1.0,0.0,0.0,14.5,23.7,28.05,57.5,2026-12-18,6.25,7.4,11.0,0.0,0.0,15.0,21,0.3792176336669921,N,REGULAR,DOCU261218C00057500,2024-09-20 16:26:01+00:00,USD,REGULAR,DOCU261218P00057500,2024-09-09 17:59:42+00:00,USD
DOCU,Y,6,0.5108081146240235,1.0,0.0,0.0,21.6,24.65,27.35,60.0,2026-12-18,6.3,8.8,9.66,0.0,0.0,1.0,16,0.3878235046386719,N,REGULAR,DOCU261218C00060000,2024-10-25 19:48:27+00:00,USD,REGULAR,DOCU261218P00060000,2024-10-02 16:42:02+00:00,USD
DOCU,Y,5,0.6530796411132813,3.0,0.0,0.0,41.5,46.05,50.45,30.0,2027-01-15,0.0,0.0,1.55,0.0,0.0,1.0,2,0.12500875,N,REGULAR,DOCU270115C00030000,2024-10-08 19:13:59+00:00,USD,REGULAR,DOCU270115P00030000,2024-09-30 13:30:02+00:00,USD
DOCU,Y,2,0.49005636901855476,,0.0,0.0,23.12,35.3,36.75,42.5,2027-01-15,2.56,3.5,3.82,0.0,0.0,,20,0.42358974853515624,N,REGULAR,DOCU270115C00042500,2024-09-19 19:18:37+00:00,USD,REGULAR,DOCU270115P00042500,2024-09-30 19:31:54+00:00,USD
DOCU,Y,4,0.5415084912109377,3.0,0.0,0.0,28.81,32.0,35.3,50.0,2027-01-15,3.45,4.6,4.19,0.0,0.0,2.0,13,0.3737855590820312,N,REGULAR,DOCU270115C00050000,2024-10-16 14:28:36+00:00,USD,REGULAR,DOCU270115P00050000,2024-10-29 14:42:07+00:00,USD
DOCU,Y,4,0.5019581054687501,1.0,0.0,0.0,22.85,27.25,28.55,57.5,2027-01-15,5.75,6.7,10.75,0.0,0.0,,25,0.35144691528320304,N,REGULAR,DOCU270115C00057500,2024-10-25 19:43:54+00:00,USD,REGULAR,DOCU270115P00057500,2024-09-17 16:23:07+00:00,USD
DOCU,Y,9,0.5010731045532227,1.0,0.0,0.0,22.56,25.7,28.95,60.0,2027-01-15,6.25,7.1,6.9,0.0,0.0,2.0,30,0.3325262060546875,N,REGULAR,DOCU270115C00060000,2024-10-31 15:09:55+00:00,USD,REGULAR,DOCU270115P00060000,2024-10-18 14:52:42+00:00,USD
DOCU,Y,3,0.5329636547851562,3.0,0.0,0.0,20.4,24.15,27.35,62.5,2027-01-15,8.05,10.15,10.25,0.0,0.0,5.0,15,0.38532108825683586,N,REGULAR,DOCU270115C00062500,2024-10-09 14:18:30+00:00,USD,REGULAR,DOCU270115P00062500,2024-10-04 14:37:09+00:00,USD
DOCU,Y,10,0.49707534179687507,10.0,0.0,0.0,21.0,22.55,24.95,65.0,2027-01-15,8.9,10.4,11.47,0.0,0.0,1.0,1,0.35880157806396484,N,REGULAR,DOCU270115C00065000,2024-10-22 13:36:25+00:00,USD,REGULAR,DOCU270115P00065000,2024-10-04 14:40:39+00:00,USD
DOCU,Y,3,0.4762015270996094,1.0,0.0,0.0,18.67,21.05,23.1,67.5,2027-01-15,9.25,10.05,10.1,0.0,0.0,1.0,20,0.3173286041259765,N,REGULAR,DOCU270115C00067500,2024-10-31 17:17:42+00:00,USD,REGULAR,DOCU270115P00067500,2024-11-05 19:15:39+00:00,USD
DOCU,Y,19,0.45770805969238293,3.0,0.0,0.0,17.7,19.8,21.35,70.0,2027-01-15,9.55,11.25,11.83,0.0,0.0,5.0,15,0.3144294631958008,N,REGULAR,DOCU270115C00070000,2024-10-30 16:40:40+00:00,USD,REGULAR,DOCU270115P00070000,2024-10-25 16:12:51+00:00,USD
DOCU,Y,18,0.4718070397949219,,0.0,0.0,15.6,18.55,20.95,72.5,2027-01-15,10.85,12.65,13.0,0.0,0.0,1.0,7,0.31461256683349603,N,REGULAR,DOCU270115C00072500,2024-10-09 19:40:55+00:00,USD,REGULAR,DOCU270115P00072500,2024-11-01 14:09:42+00:00,USD
DOCU,N,4,0.41937836486816404,,0.0,0.0,10.9,13.05,14.5,85.0,2027-01-15,16.7,19.9,20.8,0.0,0.0,1.0,1,0.2979501358032226,Y,REGULAR,DOCU270115C00085000,2024-10-10 19:44:52+00:00,USD,REGULAR,DOCU270115P00085000,2024-11-01 13:53:57+00:00,USD
